STANDING	1	14.78263434	-0.855292276	-5.86189634	-52.77527478	-51.57907299	-51.92812148	49.97645602	-14.46814311	0.715000863	-52.66943821	-52.00497577	-51.74517537	3.994962674	0.422713739	-0.195318226	-52.71404074	-52.23938282	-52.5893124	-1.271349944	-3.148052712	3.964439803	-52.32117317	-52.34992532	-51.97421823	-5.279288284	-2.335327753	-2.594378974	-52.62609067	-52.74230962	-52.58174876	-52.16674499	-52.04297523	-52.16674499	-52.04297523	-52.5954929	-52.6340991	-51.75417102	-51.87057152	-52.7332399	-52.72086165	-52.74824643	-51.78475493	-52.22074623	-52.78950229	-51.53153441	-51.83067476	4.585314181	6.226384282	12.97750505	-52.71543226	-52.22719134	-52.5098648	-52.73890924	-52.31196602	-52.59454036	16.65169583	2.075580461	7.344818374	-52.27849966	-52.41617616	-51.98097551	-52.33734782	-52.31670957	-52.06430249	-6.375530092	-2.370117484	5.332204662	-52.22388714	-52.06263165	15.08143041	-52.60475131	-52.60440818	22.37766542	-52.18473404	-51.85870182	-1.516105944	-52.72521498	-52.71756953	17.72843292
STANDING	1	12.27816558	-0.06148952	-4.913576566	-45.92976339	-43.36307617	-44.16055568	39.08096687	9.607344856	15.60605403	-45.51748585	-43.96930163	-44.60492386	3.641678438	-0.029097831	-0.15828624	-46.36224343	-46.12448237	-46.43180781	-2.131452656	-4.320435282	2.957774916	-45.92893031	-45.42427308	-44.24701828	-4.402930894	-1.889955184	-2.195023469	-46.61138483	-46.50734922	-46.4329829	-44.58122895	-43.57268568	-44.58122895	-43.57268568	-46.40611719	-46.25364113	-43.75194703	-43.9229965	-46.62288804	-46.45051024	-46.04313822	-44.37197387	-45.08168979	-45.89137872	-43.1119253	-43.92006923	-2.327139085	3.569465612	11.2250039	-46.37006006	-46.13423495	-46.34449534	-46.41217074	-46.17815375	-46.45194169	12.06070871	2.234557846	4.342424153	-45.87958881	-45.86441351	-44.71183059	-45.96149867	-45.230217	-44.36413853	8.890191999	2.966972148	-1.399844275	-44.54579736	-43.63690568	11.12278555	-46.30731996	-46.13549034	16.53705349	-45.0464727	-43.81332362	-0.012322776	-46.52048472	-46.39133201	8.68446862
STANDING	1	11.0799122	-2.025697671	-5.660177679	-46.40282346	-41.84137028	-41.30307008	-12.44408991	35.27748867	22.29088599	-44.84150092	-45.38600034	-42.61831451	4.05432671	0.1919102	0.541711818	-47.9241056	-46.20746368	-47.74275554	-0.827654699	-3.224306204	7.434471813	-43.67719339	-47.55452201	-45.41423313	-5.36354746	-2.075864345	-3.702506055	-45.93042604	-48.39536218	-47.88950798	-42.09645763	-39.75724319	-42.09645763	-39.75724319	-47.71981323	-46.41228142	-43.7379774	-40.95050849	-48.1730515	-46.79204914	-46.95495262	-43.35326026	-44.13334381	-46.22187173	-41.68127781	-40.64457797	-7.939633525	4.876742079	4.471882761	-47.85369419	-46.12313049	-47.40304521	-48.20803543	-46.61089352	-48.02934936	6.62095462	1.225680948	1.219397264	-42.51245873	-47.60957474	-45.46513605	-44.11482254	-47.56160247	-45.82912541	-0.177339793	-4.576456544	0.522906283	-43.08838241	-39.91504702	4.320428147	-46.66501804	-46.09019878	13.31955771	-43.10950927	-41.21597198	-6.988750635	-47.11834733	-46.63303338	8.824295354
STANDING	1	26.34642208	-1.65146276	-10.55906984	-26.95532459	10.87382699	-24.70265071	88.84620414	-26.80567702	-6.46977208	-92.77791604	-92.27406634	-90.03313648	7.033955165	2.685850411	-0.395998587	-10.79348223	6.365237573	-47.75647991	-3.973941535	-6.60535439	8.069757644	-44.98587116	-5.187738023	-32.7053298	-8.549766525	-3.78507274	-4.382438303	-19.7050762	-28.92450851	-38.404268	-13.01226177	-20.87042134	-13.01226177	-20.87042134	-13.43573686	-7.074816256	-15.29305749	-17.76294463	-28.37684951	-30.9058635	-19.2654591	8.522709008	-31.49821119	-30.31779836	5.32380065	-26.57024139	-19.71709558	10.74389638	4.724019364	-16.20196163	-3.346424791	-44.55492634	-12.6907276	10.14028643	-50.79777684	-19.87988747	-36.69252861	-17.62537672	-32.20805873	-9.790644561	-24.31438933	-49.08573418	-3.18327518	-41.47341161	1.404527373	-6.248588805	0.073465549	-12.21922781	-37.81309575	18.11115382	-5.426343003	-9.831778285	8.913107167	-18.92899405	-30.49670562	25.54021491	-30.33431641	-36.25218162	18.11302764
STANDING	1	14.1702277	-0.486006726	-5.270743355	1.471731579	-1.564861229	-11.29127645	45.66184653	-13.06390661	-3.043877971	-46.57743077	-45.91391429	-43.90104506	2.653610508	1.452872003	-0.537626678	-0.601909167	-4.978468141	-16.94101658	-1.718831325	-4.455919322	4.414165696	-22.4434966	-6.191110552	-6.110420258	-3.624000978	-2.155523639	-1.325259199	-23.86433977	-11.70241655	-13.16931253	1.332226279	0.974333181	1.332226279	0.974333181	-4.382926559	-1.263598266	-3.711321464	-11.06049404	-14.47772832	-15.01902163	1.873229974	0.075945484	-11.05314911	1.192211118	-5.535223258	-14.59846684	-15.06236474	3.097784113	14.42181234	-1.355529513	-6.304690725	-14.12840205	-4.230066935	-6.594420435	-19.68435175	-12.4050529	-16.54189536	0.459239706	-17.27003194	-2.729410371	-1.561601933	-24.27570182	-8.889321704	-11.6837347	-4.922232723	4.045006287	-3.708134132	4.732642181	-9.139984753	5.840169996	1.284706252	-5.098560776	3.748085824	-9.100294002	-19.51916912	17.13108088	-13.8162046	-19.20407395	9.310034602
STANDING	1	13.53946955	-1.269516911	-5.157006111	-18.79952533	-0.122974046	-1.032399659	47.34760817	-19.19412831	-3.996355807	-50.68745248	-50.50100936	-48.35610875	5.372754686	1.032774304	-2.41481488	-23.68272605	-20.04854458	-37.44945714	2.679117127	-8.8070108	3.093055959	-28.87816854	0.217574741	-26.87993977	-6.478336705	-2.233875188	-2.157765297	-32.58368495	-31.88992278	-32.13559612	-6.886164429	-17.22345925	-6.886164429	-17.22345925	-24.72468265	-25.38655597	-6.716986268	-7.876823857	-31.52879185	-34.37331135	-21.42905456	-10.1217662	-22.96753421	-17.883694	1.153784065	4.555697382	-22.19295502	-8.516952316	-27.56608406	-25.43338802	-21.91256314	-36.33014076	-24.48107237	-20.23418446	-38.48013064	-19.9822258	-27.00326318	-29.20852706	-26.1084184	-16.93215428	-24.04065229	-29.99230201	8.031561995	-30.30051552	-9.93486313	-25.09946369	-7.068816926	-18.67698507	-22.06178538	-5.180397531	-23.46056461	-28.25217225	4.523677685	-17.27595724	-9.698232468	-11.62307893	-33.63724935	-36.77831764	6.05669915
STANDING	3	17.08283731	-0.874596986	-6.198925081	-58.97129512	-54.50040774	-55.59655992	57.03687749	-18.40584295	1.510549512	-59.90324611	-58.40294463	-56.61785622	4.580493796	0.470714823	-0.49237854	-58.38227585	-57.44289393	-59.35663773	-1.504419032	-3.569121701	4.05809853	-54.92819588	-56.59510571	-55.65420897	-6.067075986	-2.881736496	-2.542676156	-57.39719619	-59.07445862	-58.45587372	-56.45127996	-55.82374152	-56.45127996	-55.82374152	-58.51753426	-57.87497264	-54.41745031	-53.80963851	-58.70269972	-58.41846578	-58.56752798	-55.39259658	-57.30997185	-59.16580853	-54.43849526	-55.19287653	-5.308514764	-7.818987934	0.470857706	-58.41767826	-57.55337639	-59.11966911	-58.59482623	-57.58086138	-59.51135292	4.572342859	-15.74805342	-6.854426152	-54.97821832	-57.20038059	-55.8865248	-55.02112602	-56.31068241	-56.10437461	-18.12355394	-19.27668363	-13.97632556	-56.54510487	-56.23200067	-0.020297992	-57.86627553	-57.84061568	7.918794162	-55.73462412	-53.8898228	-18.89915185	-58.58023479	-58.38441214	-1.25847769
STANDING	3	13.37427516	-0.182155918	-5.114611857	-50.49252629	-44.54412623	-45.50572912	46.8571472	6.619775721	7.229070288	-49.78087181	-47.00399643	-46.68228855	3.775711777	0.14171515	-0.220141154	-50.6723043	-49.58883233	-50.68240143	-2.003899065	-3.912532143	4.888592673	-50.20260796	-49.13243771	-48.17351294	-5.387506231	-1.876731385	-3.068415827	-50.57243911	-50.88906725	-50.63508687	-46.55993421	-45.2556884	-46.55993421	-45.2556884	-50.39219915	-50.26060438	-47.80642736	-48.1269414	-50.8558987	-50.79217915	-50.44803093	-46.37920307	-47.73537212	-50.52350568	-44.18209419	-44.94476813	1.627544718	-0.344047899	2.488821848	-50.6974189	-49.61684787	-50.48397481	-50.76674381	-49.73601135	-50.81229777	11.2180553	-4.987573396	-2.274861854	-49.79263316	-49.7210246	-48.61833386	-50.33667927	-48.8597194	-48.39292384	2.708391353	-8.634197474	-2.014830585	-47.01765773	-45.48058279	1.464324095	-50.22622237	-50.26158035	14.91338003	-49.22657707	-48.12338071	-6.007339792	-50.85070149	-50.78786974	4.533892162
STANDING	3	17.08204487	-1.175252067	-6.280629605	-60.93215163	-59.64756776	-59.74884416	-14.98902564	51.89599018	30.29959748	-60.91575597	-60.83457048	-59.81806772	4.77282898	0.85585427	-0.270088042	-60.81451752	-60.06006493	-60.8897761	-1.29065735	-4.454744389	8.555972789	-60.42183663	-60.59090453	-59.73734776	-6.202758928	-2.416584945	-4.26149994	-60.78037599	-61.17929	-60.96697333	-60.31306346	-59.78152694	-60.31306346	-59.78152694	-60.72804479	-60.51952047	-58.99701459	-59.16505688	-61.17624476	-60.95463385	-60.80126776	-59.59253894	-60.03659278	-60.98885	-59.77386546	-59.72330297	-4.585063927	14.78518659	13.45224364	-60.79181854	-60.06263105	-60.70558535	-60.95360219	-60.20472879	-60.99013809	10.91067037	-0.817004763	2.778820817	-60.1503703	-60.6421803	-59.66520157	-60.51115889	-60.57601472	-59.96992496	-5.097432017	-1.654284675	9.156560244	-59.86250506	-60.03771348	14.69338793	-60.50887507	-60.46893343	14.7938903	-59.80437694	-59.23739506	-1.421635911	-61.02525158	-60.9192258	6.86325766
STANDING	3	15.9829128	-0.996253496	-6.53514187	-20.90069011	-4.055015782	-22.46989567	54.31739111	-15.19520876	-8.010256243	-56.7107523	-55.81662709	-55.22132411	4.725526119	0.583430613	-0.326113465	-15.58341935	-2.607793647	-30.71019475	-1.487150117	-4.519075437	4.718218468	-33.16843449	-32.70000909	-27.64839187	-5.523909357	-2.24967298	-2.920973385	-22.38353319	-37.06710308	-31.12651666	-14.77203933	-19.04887832	-14.77203933	-19.04887832	-16.24054041	-8.115148609	-27.05188174	-32.56761963	-32.83584264	-32.90755053	-18.36361268	-4.715541249	-23.91769632	-21.99805331	-7.193788256	-24.53391149	-14.3036234	9.961094175	4.341512033	-17.67227767	-8.149498233	-29.81996081	-17.20260472	-0.325669278	-31.52468827	-12.53047475	-15.00274312	-20.12290559	-25.3950543	-32.56852339	-24.25132061	-35.67703945	-32.99554306	-31.66199051	1.958062028	-2.203399731	-2.581462486	-16.82182904	-26.46963869	6.582670145	-10.83234198	-5.211415443	-6.795511021	-33.04583479	-36.69331099	10.49489486	-35.24959547	-31.84704646	2.654213154
